"","class","gender","age","school","father_edu_background","mother_edu_background","father_job","mother_job","household_income","school_has_library","library_visit","access_to_computer_lab","extra_mural_class","extra_curricular_activities","extra_curricular_participation","hours_on_curricular_activities","english_score","maths_score","hours_spent_studying","difficulty_understand_maths_eng_sci","subject_found_most_difficult","confidence_in_passing_exam","prepare_exam_with_online_resources","challenge_preparing_for_exam","result"
"107","SS3","Male","12-14","Private","Primary","Primary","Farmer","Housewife","Below ₦30,000","No","Never","No","No","Yes","Debate/Quiz clubs","7 hours or more","50 - 54","45 - 49","1–2 hours","Yes","Other","Not confident","Yes","Lack of funds","Yes"
"108","SS2","Male","15-17","Private","Primary","Primary","Farmer","Trader","Above ₦300,000","Yes","Never","No","Yes","No","Science/Math clubs","None","39 below","40 - 44","Less than 1 hour","Yes","Physics/Chemistry/Biology","Somewhat confident","No","Lack of focus","No"
"109","SS3","Male","12-14","Public","Secondary","No formal education","Tailoring","House Wife","Below ₦30,000","No","Daily","No","Yes","No","Debate/Quiz clubs","7 hours or more","45 - 49","40 - 44","1–2 hours","No","Other","Not confident","No","The fear of the unknown","No"
"110","SS1","Female","15-17","Public","No formal education","Secondary","Civil Servant","Teacher","Above ₦300,000","No","Monthly","Yes","Yes","No","Sports","7 hours or more","39 below","65 - 69","1–2 hours","No","Other","Somewhat confident","No","time management","Yes"
"111","SS2","Female","18 and above","Public","University","University","Farmer","Trader","Below ₦30,000","No","Never","Yes","No","No","Sports","7 hours or more","55 - 59","40 - 44","Less than 1 hour","Yes","Physics/Chemistry/Biology","Very confident","No","Lack of focus","Yes"
"112","SS2","Female","15-17","Public","No formal education","No formal education","Civil servant","Teacher","50,000 - 100,000","Yes","Never","Yes","Yes","Yes","Science/Math clubs","7 hours or more","39 below","60 - 64","3–4 hours","Yes","Other","Not confident","Yes","Lack of proper preparation","Yes"
"113","SS2","Male","12-14","Public","Primary","Secondary","Civil servant","House Wife","₦30,000 – ₦100,000","Yes","Weekly","No","Yes","No","None","4–6 hours","45 - 49","39 below","Less than 1 hour","No","Other","Not confident","No","Lack of funds","No"
"114","SS1","Female","12-14","Public","University","University","Civil Servant","Teacher","₦30,000 – ₦100,000","No","Monthly","Yes","Yes","No","Debate/Quiz clubs","None","39 below","80 - 100","1–2 hours","Yes","Physics/Chemistry/Biology","Somewhat confident","No","Lack of focus","Yes"
"115","SS2","Female","15-17","Private","Primary","Secondary","Tailoring","Trader","₦30,000 – ₦100,000","No","Monthly","Yes","No","No","Sports","None","65 - 69","70 - 75","1–2 hours","Yes","Other","Very confident","Yes","Lack of proper preparation","Yes"
"116","SS3","Female","18 and above","Private","No formal education","No formal education","Civil Servant","Trader","50,000 - 100,000","No","Rarely","No","Yes","Yes","Science/Math clubs","1–3 hours","60 - 64","39 below","3–4 hours","Yes","English Language","Not confident","Yes","Lack of funds","Yes"
"117","SS3","Male","18 and above","Private","No formal education","University","Farmer","Trader","₦100,000 – ₦300,000","No","Weekly","No","Yes","No","Debate/Quiz clubs","7 hours or more","39 below","60 - 64","3–4 hours","No","Other","Not confident","No","time management","Yes"
"118","SS2","Female","12-14","Public","Primary","University","Engineer","Trader","Above ₦300,000","No","Monthly","No","Yes","Yes","Sports","1–3 hours","45 - 49","45 - 49","5 hours or more","Yes","Mathematics","Not confident","Yes","Lack of funds","No"
"119","SS3","Female","12-14","Private","Secondary","Primary","Civil servant","Housewife","Above ₦300,000","Yes","Never","No","No","Yes","None","4–6 hours","50 - 54","45 - 49","1–2 hours","No","Other","Not confident","No","lack of standard social amenity","Yes"
"120","SS3","Male","18 and above","Public","Secondary","Secondary","Engineer","Teacher","Below ₦30,000","No","Monthly","No","No","Yes","Debate/Quiz clubs","None","45 - 49","50 - 54","Less than 1 hour","Yes","Physics/Chemistry/Biology","Very confident","Yes","Lack of funds","Yes"
"121","SS2","Male","12-14","Private","Primary","Primary","Civil servant","Trader","₦100,000 – ₦300,000","No","Weekly","Yes","Yes","Yes","Science/Math clubs","7 hours or more","70 - 75","60 - 64","1–2 hours","No","Physics/Chemistry/Biology","Very confident","Yes","time management","Yes"
"122","SS3","Female","15-17","Private","Secondary","Secondary","Civil Servant","Housewife","Below ₦30,000","No","Never","Yes","No","No","Debate/Quiz clubs","4–6 hours","45 - 49","45 - 49","3–4 hours","No","Other","Not confident","Yes","Lack of focus","No"
"123","SS1","Male","18 and above","Private","Primary","Primary","Farmer","Trader","₦100,000 – ₦300,000","No","Monthly","No","No","No","Sports","7 hours or more","70 - 75","80 - 100","1–2 hours","No","Mathematics","Not confident","No","The fear of the unknown","Yes"
"124","SS1","Male","15-17","Private","No formal education","Secondary","Civil Servant","Trader","Above ₦300,000","No","Daily","Yes","No","Yes","Science/Math clubs","4–6 hours","80 - 100","55 - 59","5 hours or more","Yes","Physics/Chemistry/Biology","Not confident","Yes","time management","Yes"
"125","SS3","Female","18 and above","Public","University","Primary","Civil Servant","House Wife","Above ₦300,000","Yes","Daily","No","No","Yes","None","None","39 below","70 - 75","3–4 hours","No","English Language","Not confident","Yes","lack of standard social amenity","Yes"
"126","SS2","Female","15-17","Public","No formal education","No formal education","Civil Servant","Housewife","Below ₦30,000","Yes","Rarely","No","Yes","No","Debate/Quiz clubs","1–3 hours","65 - 69","65 - 69","5 hours or more","Yes","Other","Very confident","Yes","Lack of funds","Yes"
"127","SS2","Female","12-14","Public","No formal education","Secondary","Farmer","Trader","₦100,000 – ₦300,000","No","Weekly","No","No","No","Sports","4–6 hours","45 - 49","39 below","5 hours or more","No","Other","Somewhat confident","Yes","The fear of the unknown","No"
"128","SS3","Female","12-14","Private","Secondary","No formal education","Civil Servant","Housewife","50,000 - 100,000","Yes","Never","No","No","No","Sports","1–3 hours","39 below","50 - 54","Less than 1 hour","Yes","Other","Very confident","Yes","Lack of funds","Yes"
"129","SS2","Female","15-17","Private","Primary","Secondary","Tailoring","Housewife","Above ₦300,000","No","Daily","No","No","No","Sports","None","45 - 49","40 - 44","3–4 hours","No","Mathematics","Not confident","No","Lack of funds","No"
"130","SS3","Female","18 and above","Public","University","University","Civil Servant","Housewife","Below ₦30,000","Yes","Never","Yes","Yes","No","None","1–3 hours","80 - 100","39 below","1–2 hours","No","Other","Somewhat confident","Yes","Lack of focus","Yes"
"131","SS2","Male","12-14","Private","Secondary","Secondary","Civil servant","Trader","Above ₦300,000","Yes","Rarely","Yes","Yes","No","None","7 hours or more","60 - 64","40 - 44","Less than 1 hour","Yes","Physics/Chemistry/Biology","Very confident","Yes","The fear of the unknown","Yes"
"132","SS3","Male","12-14","Public","University","University","Civil servant","Trader","₦100,000 – ₦300,000","Yes","Weekly","No","No","No","Debate/Quiz clubs","7 hours or more","70 - 75","45 - 49","1–2 hours","Yes","Physics/Chemistry/Biology","Very confident","No","time management","Yes"
"133","SS3","Female","15-17","Private","Primary","No formal education","Farmer","Trader","Above ₦300,000","No","Never","No","Yes","No","Science/Math clubs","7 hours or more","45 - 49","40 - 44","Less than 1 hour","Yes","English Language","Not confident","No","Lack of focus","No"
"134","SS1","Female","18 and above","Private","Primary","Secondary","Civil servant","Trader","₦100,000 – ₦300,000","Yes","Never","Yes","Yes","Yes","Sports","None","70 - 75","65 - 69","1–2 hours","Yes","Mathematics","Somewhat confident","Yes","Lack of focus","Yes"
"135","SS2","Female","12-14","Public","No formal education","University","Civil Servant","Trader","50,000 - 100,000","Yes","Weekly","Yes","Yes","Yes","None","1–3 hours","50 - 54","70 - 75","Less than 1 hour","No","Mathematics","Very confident","No","time management","Yes"
"136","SS1","Male","15-17","Private","No formal education","No formal education","Farmer","Teacher","₦100,000 – ₦300,000","Yes","Never","Yes","Yes","Yes","None","1–3 hours","45 - 49","80 - 100","5 hours or more","No","Physics/Chemistry/Biology","Very confident","Yes","lack of standard social amenity","Yes"
"137","SS2","Male","15-17","Private","No formal education","No formal education","Civil Servant","Trader","Below ₦30,000","No","Daily","Yes","No","Yes","Debate/Quiz clubs","4–6 hours","40 - 44","40 - 44","Less than 1 hour","No","Other","Somewhat confident","Yes","The fear of the unknown","No"
"138","SS3","Female","12-14","Private","Secondary","Secondary","Farmer","House Wife","₦30,000 – ₦100,000","Yes","Daily","No","No","Yes","Debate/Quiz clubs","4–6 hours","70 - 75","55 - 59","5 hours or more","Yes","Other","Very confident","No","Lack of proper preparation","Yes"
"139","SS1","Male","18 and above","Private","University","No formal education","Tailoring","Housewife","Below ₦30,000","No","Daily","No","Yes","Yes","Sports","1–3 hours","40 - 44","40 - 44","1–2 hours","Yes","English Language","Somewhat confident","Yes","Lack of funds","No"
"140","SS1","Female","15-17","Public","Secondary","Primary","Tailoring","Trader","50,000 - 100,000","No","Monthly","Yes","Yes","Yes","Science/Math clubs","None","39 below","70 - 75","1–2 hours","No","Other","Very confident","Yes","Lack of focus","Yes"
"141","SS1","Female","18 and above","Private","No formal education","Primary","Civil Servant","Housewife","₦30,000 – ₦100,000","Yes","Rarely","No","No","No","Science/Math clubs","None","70 - 75","50 - 54","Less than 1 hour","Yes","Other","Not confident","Yes","Lack of funds","Yes"
"142","SS3","Male","15-17","Public","Secondary","Primary","Tailoring","House Wife","₦30,000 – ₦100,000","Yes","Rarely","Yes","Yes","Yes","Sports","7 hours or more","55 - 59","55 - 59","Less than 1 hour","Yes","English Language","Not confident","No","Lack of proper preparation","Yes"
"143","SS1","Male","18 and above","Private","University","Primary","Tailoring","Housewife","Below ₦30,000","Yes","Daily","Yes","Yes","Yes","Science/Math clubs","None","70 - 75","60 - 64","Less than 1 hour","Yes","Physics/Chemistry/Biology","Somewhat confident","Yes","Lack of proper preparation","Yes"
"144","SS3","Female","15-17","Public","Primary","University","Farmer","Housewife","Below ₦30,000","Yes","Weekly","No","No","No","Science/Math clubs","None","65 - 69","45 - 49","1–2 hours","Yes","English Language","Very confident","No","lack of standard social amenity","Yes"
"145","SS1","Female","15-17","Private","No formal education","Primary","Civil Servant","Trader","₦100,000 – ₦300,000","Yes","Rarely","Yes","No","No","Science/Math clubs","1–3 hours","45 - 49","39 below","Less than 1 hour","No","English Language","Not confident","No","Lack of funds","No"
"146","SS3","Male","18 and above","Public","Primary","Secondary","Civil servant","Trader","50,000 - 100,000","Yes","Monthly","Yes","No","No","None","4–6 hours","50 - 54","39 below","1–2 hours","Yes","Other","Somewhat confident","No","lack of standard social amenity","Yes"
"147","SS2","Female","18 and above","Private","No formal education","No formal education","Civil Servant","Teacher","₦30,000 – ₦100,000","No","Rarely","Yes","Yes","No","Science/Math clubs","None","45 - 49","80 - 100","5 hours or more","Yes","Other","Somewhat confident","No","time management","Yes"
"148","SS3","Male","15-17","Private","No formal education","University","Civil servant","Trader","Below ₦30,000","Yes","Never","No","Yes","No","Debate/Quiz clubs","7 hours or more","70 - 75","70 - 75","3–4 hours","Yes","English Language","Not confident","No","Lack of focus","Yes"
"149","SS3","Female","18 and above","Public","No formal education","No formal education","Tailoring","Trader","₦100,000 – ₦300,000","Yes","Weekly","No","No","No","None","7 hours or more","45 - 49","39 below","1–2 hours","Yes","Other","Somewhat confident","No","time management","No"
"150","SS3","Male","12-14","Public","Secondary","Primary","Farmer","House Wife","Above ₦300,000","Yes","Monthly","Yes","No","No","Sports","None","60 - 64","55 - 59","5 hours or more","No","Physics/Chemistry/Biology","Very confident","No","Lack of proper preparation","Yes"
"151","SS3","Female","12-14","Public","Secondary","Secondary","Engineer","Trader","₦30,000 – ₦100,000","Yes","Rarely","No","No","Yes","Science/Math clubs","4–6 hours","60 - 64","40 - 44","5 hours or more","No","Mathematics","Somewhat confident","Yes","Lack of funds","Yes"
"152","SS1","Male","15-17","Public","No formal education","Primary","Civil servant","Trader","₦100,000 – ₦300,000","No","Weekly","Yes","Yes","No","Debate/Quiz clubs","4–6 hours","70 - 75","70 - 75","Less than 1 hour","Yes","Physics/Chemistry/Biology","Somewhat confident","Yes","The fear of the unknown","Yes"
"153","SS3","Male","18 and above","Private","No formal education","No formal education","Engineer","Teacher","Below ₦30,000","Yes","Monthly","No","No","Yes","Sports","4–6 hours","39 below","50 - 54","Less than 1 hour","Yes","Other","Somewhat confident","No","Lack of focus","Yes"
"154","SS1","Female","15-17","Private","Primary","University","Engineer","Teacher","Above ₦300,000","No","Daily","No","Yes","No","Debate/Quiz clubs","4–6 hours","70 - 75","70 - 75","Less than 1 hour","Yes","English Language","Very confident","Yes","Lack of proper preparation","Yes"
"155","SS3","Male","12-14","Public","Primary","University","Tailoring","House Wife","Above ₦300,000","Yes","Weekly","Yes","No","Yes","Science/Math clubs","None","60 - 64","40 - 44","1–2 hours","No","Mathematics","Not confident","No","The fear of the unknown","Yes"
"156","SS1","Female","18 and above","Private","Secondary","Primary","Farmer","Teacher","₦100,000 – ₦300,000","Yes","Daily","Yes","Yes","No","Sports","4–6 hours","39 below","60 - 64","1–2 hours","Yes","Physics/Chemistry/Biology","Not confident","Yes","time management","Yes"
